goodreads_book_id,tag_id,count
447,240,91
447,236,55
447,2277,52
447,23131,47
447,22034,46
447,18367,40
447,10644,34
447,251,30
447,21989,27
447,923,25
447,248,25
447,261,24
447,11590,20
447,22753,19
447,8067,18
447,18045,17
447,30521,17
447,3456,17
447,272,17
447,2312,13
447,254,12
447,26126,11
447,24083,11
447,18326,10
447,2271,10
447,12948,10
447,32586,10
447,20849,9
447,21437,9
447,11978,9
447,9886,8
447,20288,8
447,18318,7
447,2294,7
447,275,7
447,5565,7
447,22111,7
447,20774,6
447,30573,6
447,26193,6
447,10094,6
447,1659,6
447,4949,6
447,5481,6
447,473,6
447,18358,6
447,22743,5
447,11497,5
447,17213,5
447,26138,5
447,30672,5
447,400,5
447,22330,5
447,30860,5
447,22009,5
447,24960,4
447,2104,4
447,25765,4
447,11505,4
447,5090,4
447,25151,4
447,10197,4
447,14064,4
447,21111,4
447,20279,4
447,21384,4
447,10093,4
447,25149,4
447,237,4
447,250,4
447,32080,4
447,14752,4
447,21438,4
447,18338,4
447,31535,4
447,11736,4
447,247,4
447,21866,4
447,483,4
447,22015,4
447,33391,4
447,2281,4
447,268,4
447,9221,3
447,11574,3
447,33777,3
447,3358,3
447,241,3
447,7654,3
447,134,3
447,22816,3
447,20125,3
447,1010,3
447,16658,3
447,10862,3
447,4307,3
447,22310,3
449,30574,3880
449,11743,272
449,240,95
449,11557,70
449,236,64
449,9684,48
449,251,43
449,8055,37
449,22743,36
449,22034,36
449,23131,36
449,2580,34
449,2277,33
449,18367,29
449,8067,27
449,261,27
449,248,26
449,5207,20
449,31656,19
449,21989,18
449,272,18
449,18326,16
449,18045,15
449,2313,14
449,923,14
449,22753,13
449,9221,13
449,10644,13
449,3456,13
449,12948,13
449,254,13
449,30521,11
449,10197,11
449,32586,11
449,3358,10
449,4949,10
449,20849,9
449,3371,9
449,2312,8
449,26126,7
449,1659,7
449,14773,7
449,15169,6
449,22689,6
449,21437,6
449,250,6
449,252,6
449,22009,6
449,23415,6
449,11590,5
449,20774,5
449,7457,5
449,3389,5
449,25152,5
449,25150,5
449,20279,5
449,3377,5
449,400,5
449,237,5
449,487,5
449,503,5
449,2550,5
449,247,5
449,11497,4
449,5090,4
449,5444,4
449,9886,4
449,21111,4
449,18318,4
449,2271,4
449,20288,4
449,2335,4
449,26735,4
449,23471,4
449,275,4
449,5565,4
449,1416,4
449,22025,4
449,4461,4
449,5481,4
449,13962,4
449,9672,4
449,1691,3
449,25151,3
449,14064,3
449,2294,3
449,26193,3
449,10093,3
449,4243,3
449,241,3
449,267,3
449,12940,3
449,11978,3
449,22758,3
449,597,3
449,18338,3
449,9650,3
449,18377,3
449,930,3
449,3457,3
456,30574,484
456,11743,261
456,8717,167
456,11557,97
456,2277,42
456,18367,41
456,23131,39
456,22743,35
456,8055,33
456,22034,30
456,21989,29
456,9221,28
456,31656,28
456,5207,22
456,18326,22
456,2313,21
456,923,16
456,30521,15
456,3456,15
456,10644,14
456,20939,14
456,18045,14
456,22753,13
456,11590,12
456,8067,12
456,20288,10
456,22009,10
456,20849,8
456,26126,8
456,18318,8
456,32586,8
456,11978,8
456,487,8
456,20774,7
456,8517,7
456,2271,6
456,2294,6
456,12948,6
456,2335,6
456,25148,6
456,25147,5
456,20279,5
456,2312,5
456,30358,5
456,18338,5
456,27535,4
456,9886,4
456,21111,4
456,24080,4
456,21384,4
456,11503,4
456,1659,4
456,23471,4
456,4949,4
456,5481,4
456,22376,4
456,25145,4
456,11736,4
456,21869,4
456,24960,3
456,2104,3
456,15169,3
456,11505,3
456,26138,3
456,30573,3
456,12600,3
456,21437,3
456,18990,3
456,26193,3
456,10093,3
456,26735,3
456,24993,3
456,240,3
456,26740,3
456,24447,3
456,5051,3
456,7654,3
456,31557,3
456,617,3
456,1291,3
456,11570,3
456,12347,3
456,22664,3
456,24083,3
456,20301,3
456,31642,3
456,932,3
456,25151,2
456,22545,2
456,3358,2
456,20797,2
456,25630,2
456,134,2
456,15362,2
456,22733,2
456,10862,2
456,25505,2
456,32863,2
456,16999,2
456,26702,2
475,30574,52981
475,8717,2645
475,21689,575
475,14552,560
475,21773,230
475,26816,222
475,2705,134
475,10708,90
475,22743,83
475,11557,74
475,23931,71
475,30521,67
475,28052,65
475,14467,61
475,30755,60
475,13053,60
475,10245,49
475,21195,47
475,3389,44
475,10711,39
475,9221,38
475,5207,37
475,21739,35
475,32586,33
475,28032,32
475,7354,32
475,3371,30
475,30756,30
475,10197,29
475,32796,28
475,18045,26
475,5951,26
475,2858,26
475,23909,23
475,4631,23
475,9375,22
475,8683,22
475,12954,20
475,1511,20
475,9484,19
475,21803,19
475,28046,19
475,20774,18
475,14064,18
475,28031,18
475,22753,17
475,4949,17
475,8706,17
475,20849,16
475,23471,16
475,12950,16
475,10644,15
475,10210,15
475,22330,15
475,21685,15
475,14631,15
475,23980,15
475,7650,15
475,30693,14
475,8705,14
475,10233,14
475,2703,14
475,11590,13
475,22689,13
475,28024,13
475,14612,13
475,29089,13
475,3358,12
475,26735,12
475,32785,12
475,21187,12
475,17213,11
475,27556,11
475,24526,11
475,7654,11
475,25242,11
475,28034,11
475,7305,11
475,1416,10
475,23040,10
475,10891,10
475,6122,10
475,22556,10
475,12955,10
475,21688,10
475,21678,10
475,7524,10
475,14568,10
475,12940,9
475,20731,9
475,11978,9
475,31557,9
475,12868,9
475,10304,9
475,22733,9
475,14622,9
475,10886,9
475,21710,9
475,25546,9
475,16231,9
597,30574,14205
597,21689,416
597,20673,304
597,8717,248
597,11557,168
597,21773,163
597,19733,116
597,15048,85
597,23970,83
597,10891,68
597,5207,49
597,22743,48
597,19742,41
597,31155,40
597,4605,37
597,11743,32
597,8683,20
597,9221,16
597,18045,16
597,30521,16
597,4615,16
597,16651,15
597,8055,14
597,615,12
597,1642,12
597,7275,11
597,11590,10
597,5090,10
597,19738,10
597,7725,10
597,617,10
597,20693,10
597,20849,9
597,12680,9
597,15067,9
597,17366,9
597,3371,8
597,17213,8
597,22753,7
597,3389,7
597,3392,7
597,14552,7
597,25146,7
597,21685,7
597,19749,7
597,2104,6
597,20774,6
597,27535,6
597,25147,6
597,603,6
597,32586,6
597,19524,6
597,19735,6
597,28052,6
597,7668,6
597,26067,6
597,23969,6
597,23985,6
597,11505,5
597,22689,5
597,5444,5
597,27556,5
597,22545,5
597,2277,5
597,20279,5
597,3379,5
597,25149,5
597,25148,5
597,30755,5
597,3611,5
597,21766,5
597,9147,5
597,8573,5
597,8680,5
597,28014,5
597,25153,4
597,11503,4
597,10210,4
597,24999,4
597,1416,4
597,3596,4
597,15060,4
597,4617,4
597,25145,4
597,25144,4
597,10886,4
597,9959,4
597,20159,4
597,21501,4
597,25143,4
597,26068,4
597,21044,4
597,17886,4
597,25485,4
597,14764,3
597,31656,3
597,4568,3
597,23349,3
597,30860,3
597,1668,3
599,30574,12293
599,8717,1358
599,21689,1229
599,21773,544
599,10891,473
599,11557,470
599,15048,333
599,23970,231
599,20673,162
599,22743,138
599,5207,131
599,8683,111
599,19733,71
599,28052,67
599,7725,58
599,30521,48
599,11743,45
599,12680,45
599,15067,42
599,18045,38
599,8055,38
599,1642,38
599,4949,38
599,19742,38
599,1416,36
599,22753,29
599,23471,29
599,10886,29
599,20849,27
599,8680,27
599,28014,25
599,9221,23
599,17213,23
599,31505,23
599,23969,23
599,16651,22
599,7275,22
599,27669,19
599,3389,18
599,22689,18
599,14552,18
599,617,18
599,23985,18
599,2277,17
599,5051,17
599,17366,17
599,4605,16
599,5481,16
599,28422,16
599,15169,15
599,11590,14
599,3392,14
599,5090,14
599,9484,14
599,8346,14
599,15060,14
599,25146,14
599,21685,14
599,8573,14
599,21766,13
599,3371,12
599,20781,12
599,27556,12
599,21274,12
599,21739,12
599,24526,12
599,9477,12
599,10693,12
599,28009,12
599,23992,12
599,25147,11
599,7654,11
599,21374,11
599,28046,11
599,21713,11
599,20774,10
599,615,10
599,27535,10
599,10197,10
599,22545,10
599,14764,10
599,603,10
599,30755,10
599,25145,10
599,25144,10
599,27368,10
599,28031,10
599,29506,10
599,11497,9
599,2271,9
599,32586,9
599,14370,9
599,23040,9
599,21501,9
599,17886,9
599,25150,8
599,5444,8
599,25149,8
599,30756,8
599,26816,8
621,30574,6392
621,8717,213
621,11937,146
621,21689,115
621,23339,84
621,5951,74
621,20376,51
621,21773,49
621,27095,41
621,11949,38
621,15758,22
621,11948,19
621,23334,17
621,11557,16
621,27111,16
621,22743,13
621,18045,11
621,9221,10
621,32262,10
621,5207,9
621,25562,9
621,10245,9
621,20849,8
621,3392,7
621,5979,7
621,25419,6
621,22753,5
621,20774,5
621,3371,5
621,24996,5
621,23343,5
621,15763,5
621,11940,5
621,3389,4
621,25152,4
621,22689,4
621,19524,4
621,14927,4
621,28904,4
621,23323,4
621,23332,4
621,9021,4
621,27535,3
621,30521,3
621,26735,3
621,3377,3
621,22330,3
621,20520,3
621,5963,3
621,30620,3
621,617,3
621,25145,3
621,1714,3
621,956,3
621,20379,3
621,5090,2
621,25153,2
621,20781,2
621,21928,2
621,14064,2
621,15626,2
621,25149,2
621,18051,2
621,12315,2
621,18168,2
621,30755,2
621,21487,2
621,27089,2
621,4949,2
621,24526,2
621,31557,2
621,22719,2
621,10700,2
621,10698,2
621,17726,2
621,5965,2
621,22733,2
621,13962,2
621,24407,2
621,20159,2
621,9650,2
621,30581,2
621,28857,2
621,5988,2
621,30809,2
621,895,2
621,10250,2
621,11941,2
621,11954,2
621,30675,2
621,5257,2
621,15767,2
621,20092,2
621,23340,2
621,28906,2
621,18164,2
621,30741,2
621,27929,2
621,20386,2
621,20381,2
629,30574,15855
629,8717,10483
629,23471,2932
629,11743,1374
629,21689,1196
629,11557,1020
629,7457,494
629,21773,441
629,22743,365
629,28384,305
629,31155,297
629,1416,230
629,5207,209
629,24526,195
629,19733,184
629,18367,181
629,28341,165
629,25647,157
629,5870,144
629,31505,141
629,9221,129
629,33244,122
629,27095,121
629,22034,120
629,7404,117
629,4605,115
629,22753,107
629,18045,102
629,30521,94
629,17213,93
629,2277,90
629,4949,90
629,20849,84
629,9477,82
629,27111,76
629,9484,76
629,23465,67
629,3389,66
629,10197,65
629,21989,62
629,18130,57
629,21374,56
629,11590,52
629,24960,52
629,23504,50
629,22330,49
629,12869,49
629,2313,48
629,8055,47
629,1691,45
629,923,44
629,30573,43
629,25670,42
629,8346,42
629,9638,41
629,3392,40
629,23040,40
629,20774,39
629,32586,39
629,10210,39
629,15626,39
629,1642,38
629,19742,38
629,10891,38
629,22689,36
629,3371,36
629,23334,36
629,15169,34
629,3358,33
629,5951,33
629,3611,33
629,28740,33
629,4615,32
629,22545,31
629,12948,31
629,12868,31
629,27077,30
629,2104,29
629,25506,29
629,30590,29
629,25674,29
629,10644,28
629,26735,28
629,12940,28
629,30860,28
629,8344,28
629,11221,27
629,20282,27
629,25630,27
629,18139,27
629,20530,27
629,27535,26
629,14764,26
629,461,26
629,10163,26
629,31718,26
629,23680,26
629,18326,25
629,31656,25
629,30756,25
647,30574,1602
647,21689,973
647,23931,417
647,8717,368
647,21773,238
647,10245,209
647,28052,122
647,5951,120
647,11557,105
647,22743,103
647,9221,63
647,8683,63
647,19294,50
647,28046,50
647,23909,49
647,5207,46
647,14552,45
647,23471,41
647,8039,35
647,1559,30
647,9318,30
647,30521,27
647,6235,27
647,6184,26
647,5632,25
647,18045,23
647,19623,23
647,6178,21
647,13287,21
647,28031,21
647,23923,21
647,16651,20
647,10256,20
647,1416,19
647,8705,19
647,22753,18
647,28025,18
647,30755,17
647,11978,17
647,17213,16
647,8680,16
647,1713,16
647,20774,15
647,10644,15
647,28009,15
647,30756,14
647,30258,14
647,26735,13
647,25562,13
647,21685,13
647,23940,13
647,10891,12
647,10886,12
647,8706,12
647,11590,11
647,20849,11
647,10197,11
647,21739,11
647,28024,11
647,26478,11
647,28032,11
647,15169,10
647,8055,10
647,31505,10
647,23040,10
647,1511,10
647,26816,10
647,487,10
647,23911,10
647,3389,9
647,22689,9
647,11643,9
647,12954,9
647,31557,9
647,11644,9
647,2709,9
647,11743,8
647,5090,8
647,5444,8
647,923,8
647,24526,8
647,21766,8
647,9477,8
647,26481,8
647,29089,8
647,23959,8
647,26452,8
647,13286,8
647,32586,7
647,10210,7
647,9484,7
647,7668,7
647,30293,7
647,23970,7
647,28014,7
647,5971,7
647,14612,7
647,8312,7
647,27535,6
647,10304,6
656,30574,271642
656,8717,24598
656,7457,7569
656,11743,3173
656,11557,1783
656,14487,1366
656,7404,1214
656,26374,993
656,18367,811
656,22743,775
656,26384,767
656,26371,656
656,5207,603
656,32130,470
656,17213,402
656,14552,400
656,14467,380
656,22034,364
656,26382,328
656,30521,313
656,7478,307
656,509,288
656,22753,271
656,240,243
656,7423,223
656,21989,194
656,30635,194
656,9221,180
656,18045,170
656,26138,163
656,11590,157
656,236,154
656,26256,139
656,31505,139
656,10197,138
656,23471,135
656,20811,134
656,20849,131
656,32586,129
656,10210,129
656,7417,121
656,1416,115
656,22330,113
656,18326,108
656,20774,99
656,251,98
656,26379,97
656,30672,91
656,3392,86
656,20731,86
656,17918,81
656,15169,79
656,1642,79
656,30919,78
656,3389,77
656,31133,76
656,10729,76
656,4949,74
656,10094,72
656,26251,71
656,7422,67
656,22689,66
656,9477,65
656,4021,65
656,9886,63
656,26246,62
656,18318,62
656,1659,61
656,3371,59
656,5090,58
656,3358,58
656,31140,58
656,29716,58
656,10932,57
656,23931,56
656,21374,55
656,22733,55
656,12948,54
656,11765,54
656,12869,53
656,5444,52
656,11834,52
656,18292,51
656,10644,50
656,30573,50
656,26257,50
656,9638,50
656,7451,50
656,371,49
656,4037,49
656,254,48
656,29316,48
656,26392,48
656,13207,47
656,17217,47
656,24960,46
656,10093,46
656,2104,45
656,14764,45
656,9484,44
662,30574,12653
662,11743,4365
662,7457,3165
662,11557,2290
662,23471,1698
662,22743,626
662,7404,570
662,18367,522
662,23931,421
662,5207,412
662,26837,326
662,10059,295
662,22034,289
662,8717,273
662,10064,256
662,1416,251
662,10245,198
662,22753,182
662,3704,180
662,23909,174
662,9221,173
662,22159,149
662,26771,146
662,17213,135
662,3389,132
662,21989,131
662,12948,116
662,5951,114
662,6235,111
662,3371,110
662,20849,106
662,2277,105
662,31505,103
662,3392,102
662,7478,102
662,3358,98
662,4949,98
662,27535,96
662,2104,95
662,32586,95
662,11590,93
662,1642,93
662,9477,92
662,18326,90
662,7423,87
662,20774,84
662,1659,80
662,30672,79
662,8055,75
662,923,73
662,12869,71
662,21374,71
662,2313,70
662,18318,70
662,30635,70
662,20282,69
662,22330,68
662,11305,64
662,10197,64
662,9484,64
662,22689,60
662,8346,59
662,11497,58
662,20731,58
662,15169,57
662,12868,57
662,11505,56
662,23465,56
662,7417,55
662,22545,54
662,9638,54
662,26138,52
662,3379,50
662,28014,49
662,9886,48
662,20939,45
662,5090,44
662,24960,43
662,21689,43
662,20279,42
662,10210,42
662,24883,42
662,25506,41
662,10644,40
662,7422,40
662,14064,39
662,11834,39
662,20288,38
662,8344,38
662,9949,38
662,14487,37
662,3377,37
662,26816,37
662,23466,36
662,11798,36
662,2312,35
662,19524,34
662,18292,34
662,12940,34
662,23349,34
665,30574,9753
665,23471,537
665,8717,514
665,21689,206
665,21773,71
665,23931,64
665,22743,57
665,11557,53
665,11743,41
665,22159,38
665,24526,37
665,10916,37
665,3704,35
665,5207,25
665,7457,25
665,14552,21
665,20279,20
665,10891,20
665,12940,19
665,10341,19
665,9221,18
665,24883,18
665,10750,18
665,27124,18
665,8055,17
665,18318,17
665,18130,17
665,22206,17
665,20431,17
665,7966,17
665,6046,16
665,23909,15
665,18045,14
665,30521,14
665,29044,14
665,23366,14
665,17213,13
665,18367,12
665,10245,12
665,18035,12
665,10197,11
665,41,11
665,45,11
665,10210,10
665,434,10
665,3247,10
665,22753,9
665,20849,9
665,11930,9
665,6235,9
665,3703,9
665,6122,8
665,10094,7
665,27095,7
665,28052,7
665,26374,7
665,18036,7
665,433,7
665,3392,6
665,5951,6
665,24044,6
665,3246,6
665,20774,5
665,15169,5
665,2277,5
665,12954,5
665,1416,5
665,21766,5
665,31557,5
665,14752,5
665,23923,5
665,450,5
665,28294,5
665,23920,5
665,18034,5
665,24960,4
665,5090,4
665,3371,4
665,27535,4
665,22352,4
665,923,4
665,31505,4
665,11978,4
665,23458,4
665,23465,4
665,22944,4
665,30258,4
665,23504,4
665,23519,4
665,20888,4
665,10886,4
665,3308,4
665,15174,3
665,27089,3
665,23349,3
665,30339,3
665,23501,3
665,25262,3
665,0,3
665,31945,3
667,30574,7047
667,11743,1934
667,11557,922
667,23471,723
667,10059,679
667,10064,675
667,26837,517
667,7457,439
667,8717,424
667,26771,380
667,22743,317
667,7404,279
667,26735,252
667,18367,240
667,5207,237
667,17213,153
667,25114,140
667,23931,134
667,22034,124
667,3704,113
667,11305,104
667,12315,86
667,26740,83
667,22753,79
667,1642,77
667,23909,77
667,9221,75
667,14370,73
667,18045,71
667,10197,70
667,10210,65
667,7423,62
667,26894,61
667,20811,61
667,20849,60
667,21989,59
667,33114,57
667,1659,57
667,2277,54
667,22159,54
667,12948,51
667,4949,49
667,923,47
667,3389,45
667,10070,45
667,26785,44
667,30521,42
667,10081,42
667,24960,41
667,22025,41
667,10067,40
667,676,38
667,28300,37
667,3371,36
667,26754,36
667,27398,36
667,24883,36
667,15169,35
667,3392,35
667,2104,34
667,18326,34
667,31668,34
667,28014,33
667,27669,32
667,26752,32
667,18318,31
667,25191,31
667,24051,31
667,25761,30
667,10069,30
667,20774,29
667,2313,29
667,10094,29
667,7417,29
667,25152,28
667,10093,28
667,5090,27
667,26138,27
667,11643,27
667,23465,27
667,22689,26
667,26897,26
667,9597,26
667,17217,25
667,3379,25
667,7422,25
667,26374,25
667,24444,25
667,10644,24
667,25151,24
667,27535,24
667,20279,24
667,32586,24
667,11505,23
667,8055,23
667,2312,23
667,9598,23
667,18034,23
667,25822,22
667,11644,22
668,30574,529
668,7457,291
668,23471,231
668,22743,107
668,18367,87
668,14487,86
668,5207,64
668,3704,59
668,7404,54
668,26371,45
668,23931,44
668,22034,40
668,23909,37
668,9221,36
668,22753,34
668,14467,31
668,22159,31
668,24883,29
668,18045,28
668,26374,28
668,14552,27
668,11743,24
668,21989,24
668,10059,24
668,8717,23
668,10064,23
668,2277,21
668,7884,21
668,923,18
668,26837,16
668,12948,15
668,20849,14
668,30521,14
668,3703,14
668,11505,13
668,18326,13
668,11590,12
668,22689,12
668,3358,12
668,21689,12
668,12940,12
668,15169,11
668,1642,11
668,32586,11
668,1659,11
668,4949,11
668,17213,10
668,420,10
668,20774,9
668,26138,9
668,10197,9
668,8055,9
668,5444,9
668,9886,9
668,18318,9
668,10210,9
668,7423,9
668,18034,9
668,27535,8
668,2313,8
668,31557,8
668,11798,8
668,2104,7
668,10644,7
668,20282,7
668,25506,7
668,26384,7
668,24960,6
668,3389,6
668,11643,6
668,10094,6
668,18292,6
668,22330,6
668,32130,6
668,23465,6
668,25106,6
668,10245,6
668,30768,6
668,18036,6
668,28229,6
668,18035,6
668,15500,6
668,31524,6
668,24884,6
668,11557,5
668,11497,5
668,5090,5
668,3371,5
668,31656,5
668,30672,5
668,10093,5
668,31505,5
668,14370,5
668,3611,5
668,23466,5
668,30339,5
668,27563,5
668,6235,5
668,26211,5
668,23914,5
676,30574,9349
676,23831,1355
676,8717,221
676,11557,147
676,22743,34
676,21689,19
676,5207,18
676,23816,16
676,18045,13
676,2277,13
676,11743,10
676,8055,10
676,18367,10
676,2313,10
676,22753,9
676,20849,8
676,15048,8
676,30781,8
676,1642,7
676,21773,7
676,25150,6
676,32586,6
676,14764,5
676,26735,5
676,4949,5
676,27766,5
676,2104,4
676,9221,4
676,15169,4
676,11497,4
676,22689,4
676,2312,4
676,11503,4
676,25149,4
676,23860,4
676,4550,4
676,7457,3
676,25151,3
676,17213,3
676,14064,3
676,25147,3
676,12315,3
676,2690,3
676,22330,3
676,22818,3
676,5051,3
676,7668,3
676,23349,3
676,15392,3
676,12663,3
676,22933,3
676,6524,3
676,29438,3
676,920,3
676,31825,3
676,7681,3
676,23825,3
676,11545,3
676,17687,3
676,23826,3
676,8073,3
676,11590,2
676,27535,2
676,10197,2
676,25153,2
676,26256,2
676,26246,2
676,26257,2
676,18318,2
676,941,2
676,30672,2
676,10210,2
676,10094,2
676,24995,2
676,21487,2
676,25822,2
676,22344,2
676,14752,2
676,7484,2
676,18991,2
676,21948,2
676,2687,2
676,17591,2
676,1076,2
676,12621,2
676,22215,2
676,25500,2
676,23812,2
676,5623,2
676,23857,2
676,23842,2
676,23845,2
676,25161,2
676,22081,2
676,22412,2
676,1237,2
676,29394,2
676,30735,2
676,4548,2
676,30340,2
698,30574,4108
698,11743,454
698,4949,161
698,8717,153
698,1629,66
698,11557,50
698,8055,50
698,8067,48
698,2666,44
698,22743,42
698,5207,39
698,11221,34
698,1659,34
698,5051,33
698,22034,29
698,12948,29
698,3389,28
698,1642,26
698,3371,24
698,18326,24
698,2277,22
698,4985,22
698,15312,21
698,18045,20
698,21989,19
698,617,18
698,3392,16
698,3377,16
698,25630,16
698,3379,15
698,11243,15
698,1416,14
698,4959,14
698,9221,13
698,22753,12
698,31656,12
698,9886,12
698,3850,12
698,20774,11
698,3216,11
698,17419,11
698,18318,10
698,25146,10
698,15169,9
698,20849,9
698,25438,9
698,23005,9
698,25144,9
698,25150,8
698,10210,8
698,6750,8
698,8683,8
698,3218,8
698,31390,8
698,2078,8
698,8689,8
698,25147,7
698,11503,7
698,18284,7
698,32708,7
698,15315,7
698,24989,7
698,25143,7
698,31391,7
698,11505,6
698,12600,6
698,18367,6
698,2313,6
698,32586,6
698,25149,6
698,18051,6
698,1645,6
698,4968,6
698,25145,6
698,3219,6
698,5080,6
698,22478,6
698,24988,6
698,22689,5
698,27535,5
698,22352,5
698,14764,5
698,14487,5
698,25148,5
698,32686,5
698,4970,5
698,25106,5
698,8656,5
698,20622,5
698,8069,5
698,23993,5
698,32688,5
698,15316,5
698,25142,5
698,19406,5
698,15782,5
698,25151,4
698,10197,4
698,14064,4
698,15786,4
703,30574,7445
703,8717,633
703,11743,431
703,14487,371
703,2173,203
703,240,159
703,18367,101
703,236,98
703,4949,93
703,14552,91
703,5207,86
703,2277,86
703,16383,84
703,22034,83
703,22743,74
703,251,72
703,26837,70
703,2186,66
703,11557,65
703,18326,62
703,32130,61
703,23931,51
703,32917,51
703,21989,49
703,14467,49
703,32812,46
703,8055,42
703,248,41
703,9221,40
703,2313,40
703,23444,39
703,22753,38
703,8067,38
703,26771,38
703,261,35
703,3389,34
703,31656,34
703,254,33
703,10059,33
703,10064,33
703,30672,31
703,2271,29
703,3392,28
703,18045,28
703,5051,27
703,1416,26
703,20288,25
703,20849,24
703,2312,24
703,603,24
703,2166,23
703,26287,23
703,7457,22
703,12948,22
703,20774,21
703,1642,21
703,32586,21
703,11305,20
703,3371,20
703,16680,20
703,941,19
703,10644,18
703,17213,18
703,30521,18
703,1659,18
703,28300,18
703,14730,18
703,272,17
703,617,17
703,615,16
703,10197,16
703,2335,16
703,31557,15
703,267,14
703,32906,14
703,31528,14
703,22689,13
703,18318,13
703,923,13
703,4985,13
703,2734,13
703,25153,12
703,3379,12
703,275,12
703,9477,12
703,11834,12
703,32808,12
703,11740,12
703,5444,11
703,25148,11
703,18292,11
703,21689,11
703,7654,11
703,11798,11
703,21412,11
703,9886,10
703,20279,10
703,26735,10
703,23909,10
703,11424,10
706,30574,36492
706,15048,1583
706,21689,874
706,23931,559
706,21773,401
706,7725,376
706,14552,336
706,8717,308
706,22743,200
706,11557,191
706,26636,158
706,15067,148
706,12680,145
706,11743,141
706,5207,134
706,23909,123
706,3389,73
706,3392,65
706,9221,59
706,2305,45
706,3371,43
706,18045,39
706,22753,35
706,1642,35
706,2271,31
706,25562,31
706,2277,29
706,23970,29
706,12663,26
706,20849,25
706,21685,24
706,10891,22
706,15060,21
706,20774,20
706,14467,20
706,3379,19
706,28014,19
706,22689,17
706,611,17
706,23923,17
706,8683,16
706,30521,15
706,22545,15
706,3377,15
706,20159,15
706,13458,15
706,23034,15
706,615,14
706,16773,14
706,31656,14
706,8706,14
706,23922,14
706,16590,14
706,14764,13
706,3358,13
706,30756,13
706,14408,13
706,15057,13
706,7612,13
706,15169,12
706,14487,12
706,5481,11
706,12692,11
706,2104,10
706,5090,10
706,14064,10
706,941,10
706,30755,10
706,31528,10
706,13962,10
706,23939,10
706,2335,9
706,1078,9
706,28052,9
706,31557,9
706,30766,9
706,10693,9
706,27535,8
706,603,8
706,1416,8
706,23349,8
706,14752,8
706,10304,8
706,1669,8
706,23549,8
706,31340,8
706,18520,8
706,15050,8
706,5444,7
706,18367,7
706,15285,7
706,4605,7
706,21739,7
706,23040,7
706,21803,7
706,28046,7
706,28031,7
706,16651,7
706,7614,7
706,7721,7
760,30574,19313
760,11743,812
760,8717,773
760,11557,235
760,18367,148
760,7457,143
760,22743,132
760,26138,124
760,18919,115
760,21989,108
760,17639,107
760,22034,106
760,17640,95
760,5207,84
760,28261,76
760,17645,71
760,22753,63
760,7686,62
760,9221,56
760,30521,50
760,12767,49
760,18326,48
760,18045,47
760,21662,44
760,8055,42
760,21656,41
760,28189,34
760,20849,30
760,10862,30
760,7687,30
760,22025,29
760,19313,29
760,20774,28
760,10197,26
760,8067,26
760,1659,26
760,33760,25
760,617,25
760,17213,24
760,33777,24
760,10210,24
760,28269,24
760,7404,23
760,31133,23
760,17644,23
760,1642,22
760,15169,21
760,22027,21
760,9886,20
760,28190,20
760,4949,19
760,18640,18
760,31140,18
760,22009,18
760,11590,17
760,21111,17
760,941,17
760,32586,17
760,10859,17
760,18896,16
760,12772,16
760,12769,16
760,25152,15
760,18318,15
760,14487,15
760,21660,15
760,5481,15
760,32799,15
760,15424,15
760,7688,15
760,17659,14
760,7711,14
760,5090,13
760,14764,13
760,12948,13
760,10093,13
760,25149,13
760,20282,13
760,27669,13
760,21039,13
760,3392,12
760,25822,12
760,21665,12
760,18338,12
760,10573,12
760,17638,12
760,11497,11
760,615,11
760,25151,11
760,25150,11
760,25153,11
760,15392,11
760,27387,11
760,28267,11
760,12828,11
760,25147,10
760,24996,10
760,25148,10
760,1847,10
760,18353,10
771,26816,2944
771,30574,2147
771,23569,741
771,21773,484
771,11557,233
771,22743,206
771,3288,117
771,8717,109
771,23996,104
771,8327,96
771,5207,95
771,9221,92
771,30521,58
771,23471,56
771,18045,53
771,17213,48
771,30755,44
771,20849,40
771,22753,39
771,30802,39
771,19452,38
771,28235,37
771,26857,34
771,10197,33
771,10210,33
771,30258,33
771,31505,31
771,26868,30
771,30756,29
771,1416,28
771,19450,28
771,26877,27
771,31533,27
771,20774,26
771,22330,26
771,28816,26
771,21739,25
771,28817,24
771,3291,23
771,32586,22
771,19451,21
771,30257,21
771,15169,20
771,3392,20
771,10644,20
771,23980,20
771,29027,20
771,6122,18
771,26865,18
771,25562,17
771,10316,17
771,26862,17
771,19445,17
771,21732,17
771,3389,16
771,22689,16
771,21689,16
771,21195,16
771,21766,16
771,23040,16
771,21799,16
771,24714,15
771,26819,15
771,26880,15
771,26830,15
771,22545,14
771,14552,14
771,14752,14
771,19446,14
771,14764,13
771,11978,13
771,31557,13
771,21685,13
771,26885,13
771,23979,13
771,5444,12
771,10094,12
771,19524,12
771,9477,12
771,26888,12
771,25773,12
771,26858,12
771,11590,11
771,5090,11
771,14064,11
771,12954,11
771,21374,11
771,23157,11
771,21803,11
771,26866,11
771,22376,10
771,23349,10
771,28740,10
771,27563,10
771,21915,10
771,24712,10
771,28626,10
771,23574,10
771,24713,10
771,8328,10
816,30574,48722
816,8717,4016
816,11743,1892
816,26837,1536
816,26771,1184
816,11557,920
816,14487,655
816,22743,409
